ip,start_time,req_count,auth_fail_count,rapid_req_count,large_payload_count,xss_hits,sqli_hits,get_requests,avg_response_time,label
::ffff:127.0.0.1,2026-01-01 08:09:46.352000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.356000+00:00,20,0,20,0,0,20,20,0.0,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.363000+00:00,20,0,20,0,0,20,20,0.0,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.368000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.374000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.379000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.384000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.390000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.395000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.401000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.407000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.412000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.420000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.425000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.432000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.436000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.441000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.447000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.453000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.459000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.466000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.471000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.478000+00:00,20,0,20,0,0,20,20,0.0,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.483000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.489000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.494000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.500000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.504000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.511000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.516000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.523000+00:00,20,0,19,0,0,20,20,0.9,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.528000+00:00,20,0,19,0,0,20,20,1.15,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.533000+00:00,20,0,19,0,0,20,20,1.25,recon
::ffff:127.0.0.1,2026-01-01 08:09:46.537000+00:00,20,0,19,0,0,20,20,1.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.005000+00:00,20,0,20,0,0,20,20,0.6,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.013000+00:00,20,0,20,0,0,20,20,0.6,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.023000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.029000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.037000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.042000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.050000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.055000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.060000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.065000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.070000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.074000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.081000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.085000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.090000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.095000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.102000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.108000+00:00,20,0,20,0,0,20,20,0.6,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.115000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.121000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.128000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.133000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.140000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.145000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.151000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.157000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.163000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.170000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.178000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.184000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.191000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.196000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.203000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.210000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.218000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.224000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.232000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.238000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.246000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.252000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.259000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.265000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.274000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.279000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.288000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.295000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.303000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.309000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.318000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.325000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.335000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.342000+00:00,20,0,20,0,0,20,20,0.55,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.352000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.360000+00:00,20,0,20,0,0,20,20,0.6,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.370000+00:00,20,0,20,0,0,20,20,0.65,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.377000+00:00,20,0,20,0,0,20,20,0.8,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.384000+00:00,20,0,20,0,0,20,20,0.7,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.389000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.396000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.401000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.409000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.414000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.421000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.426000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.433000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.438000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.445000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.451000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.459000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.465000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.472000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.479000+00:00,20,0,20,0,0,20,20,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.487000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.494000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.501000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.507000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.515000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.520000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.528000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.534000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.542000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.547000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.553000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.557000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.561000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.568000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.574000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.577000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.582000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.586000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.591000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.594000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.605000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.609000+00:00,20,0,20,0,0,20,19,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.614000+00:00,20,0,20,0,0,20,19,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.617000+00:00,20,0,20,0,0,20,19,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.625000+00:00,20,0,20,0,0,20,19,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.628000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.634000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.638000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.643000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.647000+00:00,20,0,20,0,0,20,17,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.651000+00:00,20,0,20,0,0,20,15,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.655000+00:00,20,0,20,0,0,20,15,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.659000+00:00,20,0,20,0,0,20,15,0.5,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.673000+00:00,20,0,20,0,0,20,18,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.679000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.684000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.690000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.693000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.698000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.703000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.708000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.711000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.717000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.720000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.725000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.729000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.735000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.742000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.749000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.755000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.763000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.769000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.776000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.781000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.788000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.795000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.803000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.810000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.818000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.823000+00:00,20,0,20,0,0,20,20,0.0,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.829000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.834000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.840000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.845000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.852000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.857000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.864000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.870000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.877000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.884000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.891000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.898000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.904000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.911000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.918000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.924000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.932000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.939000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.946000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.955000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.963000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.969000+00:00,20,0,20,0,0,20,20,0.4,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.978000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.985000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:57.993000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.008000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.016000+00:00,20,0,20,0,0,20,20,0.45,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.024000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.030000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.039000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.046000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.054000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.059000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.065000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.070000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.075000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.078000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.083000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.087000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.092000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.096000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.102000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.106000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.110000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.114000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.119000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.122000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.128000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.132000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.138000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.141000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.146000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.149000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.154000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.159000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.165000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.169000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.174000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.177000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.181000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.185000+00:00,20,0,20,0,0,20,20,0.1,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.190000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.198000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.203000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.207000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.212000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.215000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.220000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.224000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.229000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.233000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.237000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.241000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.246000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.249000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.254000+00:00,20,0,20,0,0,20,20,0.05,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.257000+00:00,20,0,20,0,0,20,20,0.15,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.265000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.269000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.274000+00:00,20,0,20,0,0,20,20,0.35,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.277000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.281000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.285000+00:00,20,0,20,0,0,20,20,0.3,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.290000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.294000+00:00,20,0,20,0,0,20,20,0.25,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.299000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.303000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.307000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.311000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.316000+00:00,20,0,20,0,0,20,20,0.2,recon
::ffff:127.0.0.1,2026-01-07 12:30:58.319000+00:00,20,0,20,0,0,20,20,0.2,recon
